Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCF_027570065.1	ASM2757006v1	Corynebacterium evansiae		c8Ua_174					GCF_027570065.1-RS_2024_03_28	Contig	2023-01-04	JAKMUT01	
GCF_039523755.1	ASM3952375v1	Tatumella terrea		JCM 8887					GCF_039523755.1-RS_2024_05_10	Scaffold	2024-02-23	BAAAFX01	34
GCF_014637345.1	ASM1463734v1	Kroppenstedtia guangzhouensis		CGMCC 1.12404					GCF_014637345.1-RS_2024_09_02	Scaffold	2020-09-12	BMEX01	86
GCF_024979255.1	ASM2497925v1	Herbiconiux moechotypicola		KCTC 19653					GCF_024979255.1-RS_2024_09_20	Scaffold	2022-09-06	JANLCN01	53
GCF_002120225.1	ASM212022v1	Tenacibaculum holothuriorum		S2-2					GCF_002120225.1-RS_2024_10_22	Contig	2017-05-09	LAPZ01	
GCF_900110875.1	IMG-taxon 2684622848 annotated assembly	Pseudovibrio axinellae		DSM 24994					GCF_900110875.1-RS_2024_04_24	Scaffold	2016-10-31	FOFM01	93
GCF_009793355.1	ASM979335v1	Vreelandella zhuhanensis		ZH2S					GCF_009793355.1-RS_2024_08_25	Scaffold	2019-12-23	WTKP01	23
GCF_016834655.1	ASM1683465v1	Paractinoplanes ovalisporus		LDG1-06					GCF_016834655.1-RS_2024_08_04	Contig	2021-02-08	JAENHP01	
GCF_900106945.1	IMG-taxon 2617270765 annotated assembly	Marinobacter mobilis		CGMCC 1.7059					GCF_900106945.1-RS_2024_05_03	Scaffold	2016-10-22	FNNE01	26
GCF_022678485.1	ASM2267848v1	Aliiroseovarius sediminis		N1F302					GCF_022678485.1-RS_2024_03_28	Contig	2022-03-22	JALBYP01	
GCF_030010415.1	ASM3001041v1	Cobetia amphilecti		NRIC 0815					GCF_030010415.1-RS_2024_05_15	Contig	2023-05-13	JASCSA01	
GCF_014649595.1	ASM1464959v1	Streptomyces griseomycini		JCM 4382					GCF_014649595.1-RS_2024_09_02	Contig	2020-09-12	BMTI01	
GCF_033977265.1	ASM3397726v1	Mesorhizobium australafricanum		VK9D					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-11-29	JAVIIT01	
GCF_900176335.1	IMG-taxon 2588254267 annotated assembly	Papillibacter cinnamivorans DSM 12816		DSM 12816					GCF_900176335.1-RS_2024_04_12	Scaffold	2017-04-08	FWXW01	20
GCF_003254525.1	ASM325452v1	Phenylobacterium kunshanense		BUT-10					GCF_003254525.1-RS_2024_03_28	Contig	2018-06-18	QFYS01	
GCF_005780165.1	ASM578016v1	Phragmitibacter flavus		MG-N-17					GCF_005780165.1-RS_2024_05_06	Contig	2019-05-22	VAUV01	
GCF_000308275.2	LM2	Levyella massiliensis		9403326					GCF_000308275.2-RS_2024_03_28	Scaffold	2013-10-15	CAJN02	4
GCF_009827655.1	ASM982765v1	Alteraurantiacibacter buctensis		M0322					GCF_009827655.1-RS_2024_08_06	Scaffold	2020-01-02	WTYV01	22
GCF_011290685.1	ASM1129068v1	Cyclobacterium plantarum		GBPx2					GCF_011290685.1-RS_2024_10_23	Scaffold	2020-03-15	JAANYN01	37
GCF_002811925.1	ASM281192v1	Leptospira barantonii		FH4-C-A1					GCF_002811925.1-RS_2024_04_22	Contig	2017-12-05	NPDS01	
GCF_020884755.1	ASM2088475v1	Bifidobacterium mizhiense		S053-2					GCF_020884755.1-RS_2024_09_02	Contig	2021-10-18	BPWE01	
GCF_009176975.1	ASM917697v1	Aureimonas psammosilenae		YIM DR1026					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-10-18	WEZG01	
GCF_900096585.1	IMG-taxon 2657245272 annotated assembly	Sanguibacter gelidistatuariae		ISLP-3					GCF_900096585.1-RS_2024_05_02	Scaffold	2016-10-21	FMYH01	18
GCF_023283895.1	ASM2328389v1	Shewanella pneumatophori		KCTC 23973					GCF_023283895.1-RS_2024_03_28	Contig	2022-05-09	JAKILB01	
GCF_003953935.1	ASM395393v1	Massilia atriviolacea		SOD					GCF_003953935.1-RS_2024_08_18	Contig	2018-12-18	RXLQ01	
GCF_025567045.1	ASM2556704v1	Barnesiella propionica		E21					GCF_025567045.1-RS_2024_10_25	Contig	2022-10-04	JAOQJK01	
GCF_001442615.1	ASM144261v1	Algoriphagus resistens		NH1					GCF_001442615.1-RS_2024_10_22	Contig	2015-11-12	LMXN01	
GCF_014649775.1	ASM1464977v1	Streptomyces longisporoflavus		JCM 4396					GCF_014649775.1-RS_2024_09_02	Scaffold	2020-09-12	BMTR01	167
GCF_003254545.1	ASM325454v1	Flavobacterium tistrianum		GB 56.1					GCF_003254545.1-RS_2024_10_23	Contig	2018-06-18	QJRH01	
GCF_002078605.1	ASM207860v1	Salegentibacter sediminis		K5023					GCF_002078605.1-RS_2024_10_22	Contig	2017-04-04	MSJR01	
GCF_020169515.1	ASM2016951v1	Paenibacillus vietnamensis		N4					GCF_020169515.1-RS_2024_11_06	Contig	2021-09-28	JAHMHW01	
GCF_020103725.1	ASM2010372v1	Hyalangium gracile		DSM 14753					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-09-23	JAHXBG01	
GCF_016595575.1	ASM1659557v1	Oceaniferula flava		5K15					GCF_016595575.1-RS_2024_05_06	Contig	2021-01-09	JAENIG01	
GCF_009192765.1	ASM919276v1	Agriterribacter humi		YJ03					GCF_009192765.1-RS_2024_10_23	Contig	2019-10-21	VOHQ01	
GCF_016722765.1	ASM1672276v1	Ramlibacter alkalitolerans		KACC 19305					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-19	JAEQND01	
GCF_014692515.1	ASM1469251v1	Sphingobacterium micropteri		DN00404					GCF_014692515.1-RS_2024_10_23	Contig	2020-09-22	JACOIK01	
GCF_010500845.1	ASM1050084v1	Flagellimonas sediminis		40Bstr401					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-02-12	JAAAMI01	30
GCF_021300615.1	ASM2130061v1	Helicobacter anatolicus		faydin-H8					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-12-27	JAJTMY01	
GCF_014145395.1	ASM1414539v1	Marilutibacter penaei		SG-8					GCF_014145395.1-RS_2024_05_05	Contig	2020-08-10	JACHTE01	
GCF_014650575.1	ASM1465057v1	Streptomyces naganishii JCM 4654		JCM 4654					GCF_014650575.1-RS_2024_09_02	Contig	2020-09-14	BMVF01	
GCF_016093295.1	ASM1609329v1	Inhella gelatinilytica		4Y10					GCF_016093295.1-RS_2024_09_19	Contig	2020-12-15	JAEDAL01	
GCF_029269835.1	ASM2926983v1	Streptomyces tropicalis		K1PA1					GCF_029269835.1-RS_2024_08_03	Contig	2023-03-19	JARJBB01	
GCF_004358105.1	ASM435810v1	Sapientia aquatica		SA-152					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-03-19	SMYL01	58
GCF_009617585.1	ASM961758v1	Endobacterium cereale		RZME27					GCF_009617585.1-RS_2024_03_27	Contig	2019-11-06	WIXI01	
GCF_039537545.1	ASM3953754v1	Actinomadura meridiana		JCM 17440					GCF_039537545.1-RS_2024_05_11	Scaffold	2024-02-23	BAABAS01	49
GCF_023634065.1	ASM2363406v1	Microbulbifer litoralis		GXH0434					GCF_023634065.1-RS_2024_05_12	Contig	2022-06-01	JALKCV01	
GCF_003931915.1	ASM393191v1	Saccharopolyspora rhizosphaerae		H219					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-12-09	RSAA01	35
GCF_900107965.1	IMG-taxon 2667527441 annotated assembly	Actinacidiphila yanglinensis		CGMCC 4.2023					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2016-10-24	FNVU01	44
GCF_002920915.1	ASM292091v1	Solitalea longa		HR-AV					GCF_002920915.1-RS_2024_10_22	Contig	2018-02-06	PQVF01	
GCF_003992675.1	ASM399267v1	Flagellimonas marinaquae		JCM11811					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-01-04	RZMZ01	18
GCF_008923185.1	ASM892318v1	Actinomadura rudentiformis		HMC1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-10-08	WBMT01	51
GCF_004745945.1	ASM474594v1	Mangrovimicrobium sediminis		SAOS 164					GCF_004745945.1-RS_2024_06_30	Contig	2019-04-08	SRLE01	
GCF_021602155.1	ASM2160215v1	Pseudomonas parakoreensis		BML-PP030					GCF_021602155.1-RS_2024_09_09	Contig	2021-11-22	BQHY01	
GCF_039522995.1	ASM3952299v1	Sphingomonas molluscorum		JCM 14122					GCF_039522995.1-RS_2024_05_10	Scaffold	2024-02-23	BAAAEL01	30
GCF_008638355.1	ASM863835v1	Nocardiopsis deserti		H13					GCF_008638355.1-RS_2024_10_23	Scaffold	2019-09-23	VWVS01	59
GCF_022603395.1	ASM2260339v1	Desulfoferrobacter suflitae		DRH4					GCF_022603395.1-RS_2024_07_03	Contig	2022-03-16	JAIBKA01	
GCF_003576345.1	ASM357634v1	Henriciella barbarensis		CCUG66934					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-19	QWGB01	14
GCF_023487995.1	ASM2348799v1	Limibaculum sediminis		FT325					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-05-18	JAMFKN01	
GCF_022869005.1	ASM2286900v1	Corynebacterium kalidii		LD5P10					GCF_022869005.1-RS_2024_08_08	Scaffold	2022-04-09	JALIEA01	17
GCF_008711285.1	ASM871128v1	Roseibium aquae		CGMCC 1.12426					GCF_008711285.1-RS_2024_04_25	Contig	2019-09-27	VXDC01	
GCF_018863235.1	ASM1886323v1	Aestuariicella albida		HHU G3-2					GCF_018863235.1-RS_2024_08_08	Contig	2021-06-13	JAHKRS01	
GCF_003545695.1	ASM354569v1	Taibaiella helva		F-4					GCF_003545695.1-RS_2024_10_23	Contig	2018-09-11	QUZZ01	
GCF_039538125.1	ASM3953812v1	Streptomyces tunisiensis		JCM 17589					GCF_039538125.1-RS_2024_05_17	Scaffold	2024-02-23	BAABBU01	44
GCF_008974325.1	ASM897432v1	Patiriisocius marinus		KCTC 32322T					GCF_008974325.1-RS_2024_09_09	Contig	2019-10-10	BKCG01	
GCF_000818395.1	ASM81839v1	Noviherbaspirillum autotrophicum		TSA66					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2015-01-15	JWJG01	28
GCF_003628125.1	ASM362812v1	Pararobbsia silviterrae		DHC34					GCF_003628125.1-RS_2024_03_28	Scaffold	2018-10-11	RBZU01	43
GCF_003367475.1	ASM336747v1	Alteromonas aestuariivivens		KCTC 52655					GCF_003367475.1-RS_2024_05_04	Contig	2018-08-08	QRHA01	
GCF_018449475.1	ASM1844947v1	Ancylobacter radicis		VKM B-3255					GCF_018449475.1-RS_2024_08_13	Scaffold	2021-05-23	JAHCQH01	25
GCF_002210095.1	ASM221009v1	Marinibacterium profundimaris		22II1-22F33					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-06-28	AQQR01	
GCF_003999375.1	ASM399937v1	Pseudidiomarina mangrovi		ZQ330					GCF_003999375.1-RS_2024_06_03	Scaffold	2019-01-08	RJLC01	17
GCF_002282855.1	ASM228285v1	Paraferrimonas sedimenticola		NBRC 101628					GCF_002282855.1-RS_2024_05_03	Contig	2017-08-31	NRIR01	
GCF_900143645.1	IMG-taxon 2582580727 annotated assembly	Anaerocolumna xylanovorans DSM 12503		DSM 12503					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2016-12-10	FRFD01	23
GCF_025165795.1	ASM2516579v1	Streptomyces gossypii		N2-109					GCF_025165795.1-RS_2024_09_24	Scaffold	2022-09-13	JAJAGO01	49
GCF_000971215.1	ASM97121v1	Demequina silvatica		NBRC 109395					GCF_000971215.1-RS_2024_08_08	Scaffold	2015-04-01	BBMA01	17
GCF_014197245.1	ASM1419724v1	Neolewinella aquimaris		DSM 105137					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-08-14	JACIFF01	28
GCF_018122625.2	ASM1812262v2	Coralloluteibacterium stylophorae		LMG 29479					GCF_018122625.2-RS_2024_05_06	Contig	2021-05-17	JAGQFT02	
GCF_003122215.1	ASM312221v1	Pararhodobacter marinus		CIC4N-9					GCF_003122215.1-RS_2024_05_03	Contig	2018-05-13	QEYD01	
GCF_023061135.1	ASM2306113v1	Chromohalobacter sarecensis		DSM 15547					GCF_023061135.1-RS_2024_05_08	Contig	2022-04-19	JAKGAN01	
GCF_039531485.1	ASM3953148v1	Dactylosporangium maewongense		JCM 15933					GCF_039531485.1-RS_2024_05_10	Scaffold	2024-02-24	BAAAQD01	115
GCF_012927275.1	ASM1292727v1	Massilia polaris		RP-1-19					GCF_012927275.1-RS_2024_08_18	Scaffold	2020-04-28	JABBGG01	30
GCF_014652915.1	ASM1465291v1	Thalassobaculum fulvum		KCTC 42651					GCF_014652915.1-RS_2024_09_02	Scaffold	2020-09-12	BMZS01	28
GCF_003057875.1	ASM305787v1	Nocardioides currus		IB-3					GCF_003057875.1-RS_2024_04_15	Contig	2018-04-19	PYXZ01	
GCF_000971135.1	ASM97113v1	Demequina phytophila		NBRC 109391					GCF_000971135.1-RS_2024_08_08	Contig	2015-04-01	BBLW01	
GCF_019100565.1	ASM1910056v1	Arsukibacterium indicum		SM2107					GCF_019100565.1-RS_2024_08_29	Scaffold	2021-07-03	JAHRID01	24
GCF_014651075.1	ASM1465107v1	Streptomyces djakartensis		JCM 4957					GCF_014651075.1-RS_2024_09_02	Scaffold	2020-09-12	BMWE01	109
GCF_004342025.1	ASM434202v1	Kribbella steppae		VKM Ac-2572					GCF_004342025.1-RS_2024_08_08	Scaffold	2019-03-11	SLWN01	40
GCF_000768685.1	ASM76868v1	Knoellia subterranea KCTC 19937		KCTC 19937					GCF_000768685.1-RS_2024_05_02	Contig	2014-10-27	AVPK01	
GCF_003260205.1	ASM326020v1	Winogradskyella tangerina		M1309					GCF_003260205.1-RS_2024_10_23	Contig	2018-06-22	QERF01	
GCF_039631295.1	ASM3963129v1	Uliginosibacterium sediminicola		M1-21					GCF_039631295.1-RS_2024_05_14	Scaffold	2024-05-13	JBDIVE01	34
GCF_002135235.1	ASM213523v1	Acinetobacter silvestris		ANC 4999					GCF_002135235.1-RS_2024_06_22	Contig	2017-05-15	NEGB01	
GCF_029350945.1	ASM2935094v1	Maribacter huludaoensis		M208					GCF_029350945.1-RS_2024_03_29	Scaffold	2023-03-22	JARKMS01	15
GCF_900100315.1	IMG-taxon 2675903130 annotated assembly	Streptomyces indicus		CGMCC 4.5727					GCF_900100315.1-RS_2024_05_03	Scaffold	2016-10-21	FNFF01	45
GCF_001050345.1	ASM105034v1	Pseudomonas fildesensis		KG01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2015-07-08	LFMW01	
GCF_003996965.1	ASM399696v1	Flavobacterium cupreum		CCM 8825					GCF_003996965.1-RS_2024_08_01	Scaffold	2019-01-07	QWDM01	276
GCF_005116715.1	ASM511671v1	Ferrimonas sediminicola		IMCC35001					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-05-02	SWCI01	
GCF_900103645.1	IMG-taxon 2671180222 annotated assembly	Oryzisolibacter propanilivorax		EPL6					GCF_900103645.1-RS_2024_05_02	Contig	2016-10-21	FNHP01	
GCF_014207565.1	ASM1420756v1	Spirochaeta isovalerica		DSM 2461					GCF_014207565.1-RS_2024_05_05	Scaffold	2020-08-14	JACHGJ01	34
GCF_014201735.1	ASM1420173v1	Marinobacter oulmenensis		DSM 22359					GCF_014201735.1-RS_2024_05_05	Scaffold	2020-08-14	JACHFE01	24
GCF_018224885.1	ASM1822488v1	Chitinophaga hostae		2R12					GCF_018224885.1-RS_2024_05_18	Contig	2021-05-02	JAGTXB01	
GCF_004363005.1	ASM436300v1	Tenacibaculum caenipelagi		CECT 8283					GCF_004363005.1-RS_2024_10_23	Scaffold	2019-03-22	SNYH01	14
GCF_039534625.1	ASM3953462v1	Streptomyces drozdowiczii		JCM 13580					GCF_039534625.1-RS_2024_05_11	Scaffold	2024-02-23	BAAAVR01	82
GCF_010500895.1	ASM1050089v1	Alteromonas genovensis		LMG 24078					GCF_010500895.1-RS_2024_03_28	Contig	2020-02-12	JAAAWO01	
GCF_008725655.1	ASM872565v1	Marinihelvus fidelis		W260					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-09-28	VYXP01	17
GCF_900155605.1	PRJEB18271	Actinomyces marseillensis		Marseille-P2818T					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2017-02-02	FTLP01	2
GCF_002283365.1	ASM228336v1	Rubrivirga marina		SAORIC-28					GCF_002283365.1-RS_2024_05_03	Scaffold	2017-08-31	MQWD01	11
GCF_014199445.1	ASM1419944v1	Rubricella aquisinus		DSM 103377					GCF_014199445.1-RS_2024_05_05	Scaffold	2020-08-14	JACIJS01	23
GCF_014202755.1	ASM1420275v1	Catenisphaera adipataccumulans		DSM 25799					GCF_014202755.1-RS_2024_05_05	Scaffold	2020-08-14	JACHHK01	14
GCF_014836945.1	ASM1483694v1	Microbacterium commune		Re1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-30	JACSPX01	3
GCF_016679925.1	ASM1667992v1	Marivirga aurantiaca		S37H4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-18	JAEQBW01	
GCF_003594875.1	ASM359487v1	Bailinhaonella thermotolerans		YIM 75507					GCF_003594875.1-RS_2024_04_07	Scaffold	2018-09-25	QZEY01	62
GCF_014636495.1	ASM1463649v1	Ornithinimicrobium tianjinense		CGMCC 1.12160					GCF_014636495.1-RS_2024_08_26	Scaffold	2020-09-12	BMEM01	12
GCF_028863365.1	ASM2886336v1	Streptomyces neyagawaensis		JCM 4796					GCF_028863365.1-RS_2024_03_28	Contig	2023-02-26	JARBGS01	
GCF_000621125.1	ASM62112v1	Maribacter antarcticus DSM 21422		DSM 21422					GCF_000621125.1-RS_2024_10_22	Scaffold	2014-04-08	JHZC01	32
GCF_001870735.1	ASM187073v1	Arsenicibacter rosenii		SM-1					GCF_001870735.1-RS_2024_09_16	Scaffold	2016-11-07	MORL01	346
GCF_003425685.1	ASM342568v1	Rhizobium terrae		NAU-18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-23	QJKM01	78
GCF_008711175.1	ASM871117v1	Nesterenkonia ebinurensis		MD2					GCF_008711175.1-RS_2024_11_06	Contig	2019-09-27	VWNF01	
GCF_024170285.1	ASM2417028v1	Natronocella acetinitrilica		ANL 6-2					GCF_024170285.1-RS_2024_07_15	Contig	2022-07-06	JALJXV01	
GCF_003515775.1	ASM351577v1	Lysinibacillus yapensis		YLB-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-10	QWEI01	40
GCF_012271785.1	ASM1227178v1	Paeniglutamicibacter terrestris		ANT13_2					GCF_012271785.1-RS_2024_04_30	Contig	2020-04-09	JAAWVT01	
GCF_900104135.1	IMG-taxon 2617270760 annotated assembly	Halomonas shengliensis		CGMCC 1.6444					GCF_900104135.1-RS_2024_05_02	Scaffold	2016-10-21	FNIV01	24
GCF_014649495.1	ASM1464949v1	Streptomyces filipinensis		JCM 4369					GCF_014649495.1-RS_2024_09_02	Scaffold	2020-09-12	BMTD01	101
GCF_902153235.2	JP120.v3	Pseudorhizobium halotolerans		AB21					GCF_902153235.2-RS_2024_04_26	Scaffold	2020-12-15	CABFWE03	20
GCF_011762485.1	ASM1176248v1	Yeosuana marina		JLT21					GCF_011762485.1-RS_2024_10_23	Scaffold	2020-03-27	JAAKGI01	54
GCF_002973535.1	ASM297353v1	Defluviimonas denitrificans		DSM 18921					GCF_002973535.1-RS_2024_05_03	Contig	2018-03-06	PVEP01	
GCF_039525725.1	ASM3952572v1	Amycolatopsis albidoflavus		JCM 11300					GCF_039525725.1-RS_2024_05_10	Scaffold	2024-02-23	BAAAHV01	40
GCF_004340875.1	ASM434087v1	Tamaricihabitans halophyticus		DSM 45765					GCF_004340875.1-RS_2024_04_17	Contig	2019-03-11	SLXQ01	
GCF_003688285.1	ASM368828v1	Rhodophyticola porphyridii		MA-7-27					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-10-25	RCNT01	
GCF_037889955.1	ASM3788995v1	Variovorax robiniae		KACC 18901					GCF_037889955.1-RS_2024_04_07	Contig	2024-03-30	JBBKZS01	
GCF_003014595.1	ASM301459v1	Chitinophaga ginsengisoli		DSM 18107					GCF_003014595.1-RS_2024_10_22	Scaffold	2018-03-23	PYGK01	54
GCF_014202315.1	ASM1420231v1	Thermocatellispora tengchongensis		DSM 45615					GCF_014202315.1-RS_2024_09_29	Scaffold	2020-08-14	JACHGN01	63
GCF_003336225.1	ASM333622v1	Corallincola holothuriorum		C4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-07-23	QPID01	
GCF_007096385.1	ASM709638v1	Aliidiomarina halalkaliphila		IM 1326					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-07-17	VJWL01	12
GCF_024721995.1	ASM2472199v1	Paenibacillus radicibacter		N1-5-1-14					GCF_024721995.1-RS_2024_09_05	Contig	2022-08-20	JANQBC01	
GCF_900102505.1	IMG-taxon 2596583549 annotated assembly	Paracoccus tibetensis		CGMCC 1.8925					GCF_900102505.1-RS_2024_05_02	Scaffold	2016-10-17	FMVT01	34
GCF_011090385.1	ASM1109038v1	Aquirufa beregesia		50C-KIRBA					GCF_011090385.1-RS_2024_10_23	Scaffold	2020-03-09	SEWW01	72
GCF_900100455.1	IMG-taxon 2675903017 annotated assembly	Roseospirillum parvum		930I					GCF_900100455.1-RS_2024_05_03	Scaffold	2016-10-21	FNCV01	37
GCF_021602465.1	ASM2160246v1	Pseudomonas urethralis		BML-PP042					GCF_021602465.1-RS_2024_09_09	Contig	2021-11-22	BQIJ01	
GCF_018588945.1	ASM1858894v1	Microbacterium flavescens		JCM 3877					GCF_018588945.1-RS_2024_08_29	Scaffold	2021-05-28	JAFIWA01	17
GCF_029268985.1	ASM2926898v1	Burkholderia sola		CCRMBC51					GCF_029268985.1-RS_2024_03_28	Scaffold	2023-03-17	JAHLCM01	290
GCF_001043025.1	MG221	Pseudomonas helleri		DSM 29165					GCF_001043025.1-RS_2024_04_02	Contig	2015-06-30	JYLD01	
GCF_039538945.1	ASM3953894v1	Leifsonia kafniensis		JCM 17021					GCF_039538945.1-RS_2024_05_10	Scaffold	2024-02-23	BAABCN01	23
GCF_900111315.1	IMG-taxon 2634166309 annotated assembly	Tranquillimonas rosea		DSM 23042					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2016-10-31	FOGU01	31
GCF_014645315.1	ASM1464531v1	Citricoccus zhacaiensis		CGMCC 1.7064					GCF_014645315.1-RS_2024_09_02	Scaffold	2020-09-12	BMLQ01	23
GCF_021738965.1	ASM2173896v1	Gordonia zhenghanii		HY002					GCF_021738965.1-RS_2024_08_29	Contig	2022-01-31	JAKKOQ01	
GCF_020529025.1	ASM2052902v1	Oceaniglobus trochenteri		G4					GCF_020529025.1-RS_2024_04_30	Contig	2021-10-19	JACNMM01	
GCF_000691225.1	NitLas1.0	Nitrincola lacisaponensis		4CA					GCF_000691225.1-RS_2024_03_28	Contig	2014-05-15	JMSZ01	
GCF_008802365.1	ASM880236v1	Oryzomonas japonica		Red96					GCF_008802365.1-RS_2024_03_28	Scaffold	2019-10-01	VZQZ01	30
GCF_016862915.1	ASM1686291v1	Plantactinospora endophytica		NBRC 110450					GCF_016862915.1-RS_2024_08_29	Contig	2021-01-29	BONW01	
GCF_031846645.1	ASM3184664v1	Autumnicola psychrophila		F225					GCF_031846645.1-RS_2024_06_09	Contig	2023-09-23	JAVRHN01	
GCF_015712105.2	536	Pseudomonas chaetocerotis		536					GCF_015712105.2-RS_2024_11_06	Contig	2021-09-25	JACFYX02	
GCF_023700755.1	ASM2370075v1	Allorhizobium sonneratiae		BGMRC 0089					GCF_023700755.1-RS_2024_03_28	Contig	2022-06-09	JAMKOJ01	
GCF_014748335.1	ASM1474833v1	Flavobacterium selenitireducens		D33					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-25	JAAVIY01	
GCF_003182595.1	ASM318259v1	Prosthecochloris marina		V1					GCF_003182595.1-RS_2024_03_28	Contig	2018-05-31	PDNZ01	
GCF_039543185.1	ASM3954318v1	Paenibacillus vulneris		JCM 18268					GCF_039543185.1-RS_2024_05_11	Scaffold	2024-02-23	BAABJG01	65
GCF_022601675.1	ASM2260167v1	Ancylobacter gelatini		A5.8					GCF_022601675.1-RS_2024_04_30	Contig	2022-03-16	JAKVIL01	
GCF_002895435.1	ASM289543v1	Aquimarina sediminis		w01					GCF_002895435.1-RS_2024_10_22	Contig	2018-01-23	POYJ01	
GCF_002993325.1	ASM299332v1	Alteromonas gracilis		9a2					GCF_002993325.1-RS_2024_03_28	Scaffold	2018-03-11	PVNO01	31
GCF_900141855.1	IMG-taxon 2622736519 annotated assembly	Pseudozobellia thermophila		DSM 19858					GCF_900141855.1-RS_2024_11_06	Scaffold	2016-12-03	FQYU01	36
GCF_017916295.1	ASM1791629v1	Rubellimicrobium arenae		SYSU D00286					GCF_017916295.1-RS_2024_07_29	Scaffold	2021-04-13	JAFMSS01	45
GCF_900116765.1	IMG-taxon 2675903158 annotated assembly	Jannaschia seohaensis		DSM 25227					GCF_900116765.1-RS_2024_05_04	Contig	2018-06-29	UETC01	
GCF_036245625.1	ASM3624562v1	Algoriphagus confluentis		NBRC 111222					GCF_036245625.1-RS_2024_04_02	Scaffold	2023-08-30	BTPD01	50
GCF_002029295.1	ASM202929v1	Alkalithermobacter paradoxus		DSM 7309					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-03-15	MZGW01	
GCF_016522535.1	ASM1652253v1	Leucobacter edaphi		CSA2					GCF_016522535.1-RS_2024_08_08	Contig	2021-01-05	JAEHOI01	
GCF_900115755.1	IMG-taxon 2693429887 annotated assembly	Parafilimonas terrae		DSM 28286					GCF_900115755.1-RS_2024_10_22	Contig	2016-11-02	FOXQ01	
GCF_009695865.1	ASM969586v1	Baileyella intestinalis		RF-744-FAT-WT-3					GCF_009695865.1-RS_2024_03_29	Contig	2019-11-22	VUNB01	
GCF_024741235.1	ASM2474123v1	Tractidigestivibacter montrealensis		KD21					GCF_024741235.1-RS_2024_07_29	Contig	2022-08-24	JANSKA01	
GCF_039537105.1	ASM3953710v1	Gordonia caeni		JCM 16923					GCF_039537105.1-RS_2024_05_10	Scaffold	2024-02-23	BAAAZW01	64
GCF_022179765.1	ASM2217976v1	Methylorubrum suomiense		DSM 14458					GCF_022179765.1-RS_2024_09_02	Contig	2022-01-08	BPRE01	
GCF_900101745.1	IMG-taxon 2663762751 annotated assembly	Glycomyces harbinensis		CGMCC 4.3516					GCF_900101745.1-RS_2024_05_02	Scaffold	2016-10-21	FNAD01	36
GCF_001513975.1	ASM151397v1	Streptomyces curacoi		DSM 40107					GCF_001513975.1-RS_2024_04_21	Scaffold	2016-01-13	LMWJ01	31
GCF_019966575.1	O_cellulosilytica_JCM19534	Oricola cellulosilytica		JCM 19534					GCF_019966575.1-RS_2024_05_19	Scaffold	2021-09-14	JAINFK01	12
