Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NZ_CP097562.1	1280011	1281516		plus	methyl-accepting chemotaxis protein		0	protein-coding		WP_023275510.1	501	N508_RS06050
NZ_CP097562.1	1282108	1282731		minus	dephospho-CoA kinase	coaE	0	protein-coding		WP_051350761.1	207	N508_RS06055
NZ_CP097562.1	1282721	1282960		minus	YkgJ family cysteine cluster protein		0	protein-coding		WP_023275512.1	79	N508_RS06060
NZ_CP097562.1	1282957	1283700		minus	fumarylacetoacetate hydrolase family protein		0	protein-coding		WP_023275513.1	247	N508_RS06065
NZ_CP097562.1	1283702	1284823		minus	hypothetical protein		0	protein-coding		WP_023275514.1	373	N508_RS06070
NZ_CP097562.1	1284853	1285335		plus	metallophosphoesterase family protein		0	protein-coding		WP_023275515.1	160	N508_RS06075
NZ_CP097562.1	1285372	1286298		plus	septal ring lytic transglycosylase RlpA family protein		0	protein-coding		WP_023275516.1	308	N508_RS10935
NZ_CP097562.1	1286326	1287201		plus	acetylglutamate kinase	argB	0	protein-coding		WP_023275517.1	291	N508_RS06090
NZ_CP097562.1	1287198	1287809		plus	protein-L-isoaspartate(D-aspartate) O-methyltransferase		0	protein-coding		WP_023275518.1	203	N508_RS06095
NZ_CP097562.1	1288117	1289208		plus	flagellar basal body P-ring protein FlgI		0	protein-coding		WP_023275519.1	363	N508_RS06100
NZ_CP097562.1	1289208	1289606		plus	rod-binding protein		0	protein-coding		WP_023275520.1	132	N508_RS06105
NZ_CP097562.1	1289875	1290180		plus	flagellar biosynthesis anti-sigma factor FlgM	flgM	0	protein-coding		WP_023275521.1	101	N508_RS06110
NZ_CP097562.1	1290254	1290742		plus	flagellar export chaperone FlgN	flgN	0	protein-coding		WP_023275522.1	162	N508_RS06115
NZ_CP097562.1	1290756	1292525		plus	flagellar hook-associated protein FlgK	flgK	0	protein-coding		WP_023275523.1	589	N508_RS06120
NZ_CP097562.1	1292889	1297433		plus	hypothetical protein		0	protein-coding		WP_023275524.1	1514	N508_RS06125
NZ_CP097562.1	1297456	1297935		plus	flagellar assembly protein FliW		0	protein-coding		WP_023275525.1	159	N508_RS06130
NZ_CP097562.1	1297937	1298176		plus	carbon storage regulator CsrA	csrA	0	protein-coding		WP_023275526.1	79	N508_RS06135
NZ_CP097562.1	1298259	1298873		plus	3'-5' exonuclease		0	protein-coding		WP_023275527.1	204	N508_RS06140
NZ_CP097562.1	1299165	1302299		plus	type II CRISPR RNA-guided endonuclease Cas9	cas9	0	protein-coding		WP_023275528.1	1044	N508_RS06145
NZ_CP097562.1	1302296	1303204		plus	type II CRISPR-associated endonuclease Cas1	cas1	0	protein-coding		WP_023275529.1	302	N508_RS06150
NZ_CP097562.1	1303217	1303588		plus	CRISPR-associated endonuclease Cas2	cas2	0	protein-coding		WP_023275530.1	123	N508_RS06155
NZ_CP097562.1	1304591	1305163		plus	hypothetical protein		0	protein-coding		WP_023275531.1	190	N508_RS06160
NZ_CP097562.1	1305188	1307317		minus	hypothetical protein		0	protein-coding		WP_023275532.1	709	N508_RS06165
NZ_CP097562.1	1308211	1309866		plus	phospholipase D family protein		0	protein-coding		WP_023275533.1	551	N508_RS06170
NZ_CP097562.1	1309881	1310375		plus	hypothetical protein		0	protein-coding		WP_023275534.1	164	N508_RS06175
NZ_CP097562.1	1310384	1311121		minus	Fic family protein		0	protein-coding		WP_023275535.1	245	N508_RS06180
NZ_CP097562.1	1311134	1311676		minus	"L,D-transpeptidase family protein"		0	protein-coding		WP_023275536.1	180	N508_RS06185
NZ_CP097562.1	1311756	1312019		minus	YraN family protein		0	protein-coding		WP_251930592.1	87	N508_RS06190
NZ_CP097562.1	1312022	1312579		minus	ribonuclease HII		0	protein-coding		WP_023275538.1	185	N508_RS06195
NZ_CP097562.1	1312570	1313235		minus	hydrogenase nickel incorporation protein HypB	hypB	0	protein-coding		WP_023275539.1	221	N508_RS06200
NZ_CP097562.1	1313250	1313591		minus	hydrogenase maturation nickel metallochaperone HypA	hypA	0	protein-coding		WP_023275540.1	113	N508_RS06205
NZ_CP097562.1	1313630	1315633		minus	ATP-dependent helicase		0	protein-coding		WP_023275541.1	667	N508_RS06210
NZ_CP097562.1	1315720	1318641		minus	type III restriction-modification system endonuclease		0	protein-coding		WP_023275542.1	973	N508_RS06215
NZ_CP097562.1	1318651	1320657		minus	site-specific DNA-methyltransferase		0	protein-coding		WP_023275543.1	668	N508_RS06220
NZ_CP097562.1	1320843	1321061		minus	30S ribosomal protein S21	rpsU	0	protein-coding		WP_023275544.1	72	N508_RS06225
NZ_CP097562.1	1321084	1323393		minus	endopeptidase La	lon	0	protein-coding		WP_023275545.1	769	N508_RS06230
NZ_CP097562.1	1323416	1324759		minus	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX	0	protein-coding		WP_023275546.1	447	N508_RS06235
NZ_CP097562.1	1324995	1325585		minus	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	clpP	0	protein-coding		WP_023275547.1	196	N508_RS06240
NZ_CP097562.1	1325606	1327066		minus	trigger factor	tig	0	protein-coding		WP_023275548.1	486	N508_RS06245
NZ_CP097562.1	1327125	1327197		minus	tRNA-Gly		0	tRNA				N508_RS06250
NZ_CP097562.1	1327227	1327307		minus	tRNA-Leu		0	tRNA				N508_RS06255
NZ_CP097562.1	1327322	1327394		minus	tRNA-His		0	tRNA				N508_RS06260
NZ_CP097562.1	1327622	1328473		plus	hypothetical protein		0	protein-coding		WP_023275549.1	283	N508_RS06265
NZ_CP097562.1	1328621	1330129		plus	apolipoprotein N-acyltransferase	lnt	0	protein-coding		WP_023275550.1	502	N508_RS06270
NZ_CP097562.1	1330130	1330342		plus	hypothetical protein		0	protein-coding		WP_023275551.1	70	N508_RS06275
NZ_CP097562.1	1330342	1330572		plus	twin-arginine translocase TatA/TatE family subunit	tatA	0	protein-coding		WP_023275552.1	76	N508_RS06280
NZ_CP097562.1	1330656	1331450		plus	energy-coupling factor transporter transmembrane component T		0	protein-coding		WP_040636526.1	264	N508_RS06285
NZ_CP097562.1	1331425	1332225		plus	tRNA pseudouridine(38-40) synthase TruA	truA	0	protein-coding		WP_023275554.1	266	N508_RS06290
NZ_CP097562.1	1332222	1333103		minus	ROK family protein		0	protein-coding		WP_023275555.1	293	N508_RS06295
NZ_CP097562.1	1333189	1333953		plus	DNA alkylation repair protein		0	protein-coding		WP_023275556.1	254	N508_RS06300
NZ_CP097562.1	1334483	1335877		minus	PAS domain S-box protein		0	protein-coding		WP_023275557.1	464	N508_RS06305
NZ_CP097562.1	1335942	1336460		minus	flagellar basal body-associated FliL family protein		0	protein-coding		WP_023275558.1	172	N508_RS06310
NZ_CP097562.1	1336519	1337784		plus	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB	mtaB	0	protein-coding		WP_023275559.1	421	N508_RS06315
NZ_CP097562.1	1337879	1339261		plus	3-isopropylmalate dehydratase large subunit	leuC	0	protein-coding		WP_023275560.1	460	N508_RS06320
NZ_CP097562.1	1339273	1339878		plus	3-isopropylmalate dehydratase small subunit	leuD	0	protein-coding		WP_023275561.1	201	N508_RS06325
NZ_CP097562.1	1339901	1340590		plus	hypothetical protein		0	protein-coding		WP_023275562.1	229	N508_RS06330
NZ_CP097562.1	1340921	1342084		minus	hypothetical protein		0	protein-coding		WP_023275563.1	387	N508_RS06335
NZ_CP097562.1	1342149	1342931		minus	EFR1 family ferrodoxin		0	protein-coding		WP_023275564.1	260	N508_RS06340
NZ_CP097562.1	1342951	1344228		minus	cytidylate kinase family protein		0	protein-coding		WP_023275565.1	425	N508_RS06345
NZ_CP097562.1	1344477	1345355		minus	carbohydrate kinase		0	protein-coding		WP_023275566.1	292	N508_RS06350
NZ_CP097562.1	1345804	1346205		plus	hypothetical protein		0	protein-coding		WP_023275567.1	133	N508_RS06355
NZ_CP097562.1	1346202	1346699		minus	hypothetical protein		0	protein-coding		WP_023275568.1	165	N508_RS06360
NZ_CP097562.1	1346968	1347144		minus	hypothetical protein		0	protein-coding		WP_023275569.1	58	N508_RS06365
NZ_CP097562.1	1347216	1349576		minus	flagellin		0	protein-coding		WP_023275570.1	786	N508_RS06370
NZ_CP097562.1	1349799	1351451		plus	hypothetical protein		0	protein-coding		WP_023275571.1	550	N508_RS06375
NZ_CP097562.1	1351520	1352716		minus	DUF4143 domain-containing protein		0	protein-coding		WP_023275572.1	398	N508_RS06380
NZ_CP097562.1	1352961	1354316		minus	glycerol-3-phosphate transporter	glpT	0	protein-coding		WP_023275573.1	451	N508_RS06385
NZ_CP097562.1	1354471	1355997		minus	YifB family Mg chelatase-like AAA ATPase		0	protein-coding		WP_023275574.1	508	N508_RS06390
NZ_CP097562.1	1355997	1356854		minus	signal peptide peptidase SppA	sppA	0	protein-coding		WP_023275575.1	285	N508_RS06395
NZ_CP097562.1	1356868	1357122		minus	EscU/YscU/HrcU family type III secretion system export apparatus switch protein		0	protein-coding		WP_023275576.1	84	N508_RS06400
NZ_CP097562.1	1357122	1357901		minus	DUF72 domain-containing protein		0	protein-coding		WP_023275577.1	259	N508_RS06405
NZ_CP097562.1	1358085	1358158		plus	tRNA-Arg		0	tRNA				N508_RS06410
NZ_CP097562.1	1358512	1359957		minus	replicative DNA helicase	dnaB	0	protein-coding		WP_023275578.1	481	N508_RS06415
NZ_CP097562.1	1360008	1360454		minus	50S ribosomal protein L9	rplI	0	protein-coding		WP_023275579.1	148	N508_RS06420
NZ_CP097562.1	1360454	1360903		minus	RecX family transcriptional regulator		0	protein-coding		WP_023275580.1	149	N508_RS06425
NZ_CP097562.1	1360903	1361958		minus	recombinase RecA	recA	0	protein-coding		WP_023275581.1	351	N508_RS06430
NZ_CP097562.1	1362033	1363556		minus	2-isopropylmalate synthase		0	protein-coding		WP_023275582.1	507	N508_RS06435
NZ_CP097562.1	1363576	1364370		minus	CDP-diacylglycerol--serine O-phosphatidyltransferase	pssA	0	protein-coding		WP_023275583.1	264	N508_RS06440
NZ_CP097562.1	1364391	1365008		minus	phosphatidylserine decarboxylase family protein		0	protein-coding		WP_023275584.1	205	N508_RS06445
NZ_CP097562.1	1365147	1366085		minus	DDE-type integrase/transposase/recombinase		0	protein-coding		WP_023275060.1	312	N508_RS06450
NZ_CP097562.1	1366328	1366585		minus	tautomerase family protein		0	protein-coding		WP_023275585.1	85	N508_RS06455
NZ_CP097562.1	1366589	1369135		minus	DNA translocase FtsK		0	protein-coding		WP_023275586.1	848	N508_RS06460
NZ_CP097562.1	1369132	1369920		minus	undecaprenyl-diphosphate phosphatase		0	protein-coding		WP_023275587.1	262	N508_RS06465
NZ_CP097562.1	1369923	1371572		minus	ribonuclease J		0	protein-coding		WP_023275588.1	549	N508_RS06470
NZ_CP097562.1	1371572	1372054		minus	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"	ispF	0	protein-coding		WP_023275589.1	160	N508_RS06475
NZ_CP097562.1	1372072	1373367		minus	pitrilysin family protein		0	protein-coding		WP_023275590.1	431	N508_RS06480
NZ_CP097562.1	1373371	1373982		minus	phosphoribosylglycinamide formyltransferase	purN	0	protein-coding		WP_023275591.1	203	N508_RS06485
NZ_CP097562.1	1373975	1375039		minus	phosphoribosylformylglycinamidine cyclo-ligase	purM	0	protein-coding		WP_023275592.1	354	N508_RS06490
NZ_CP097562.1	1375032	1377125		minus	response regulator		0	protein-coding		WP_023275593.1	697	N508_RS06495
NZ_CP097562.1	1377713	1378735		minus	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	queA	0	protein-coding		WP_023275594.1	340	N508_RS06500
NZ_CP097562.1	1378735	1380120		minus	threonine synthase	thrC	0	protein-coding		WP_023275595.1	461	N508_RS06505
NZ_CP097562.1	1380560	1380976		minus	nucleoside-diphosphate kinase	ndk	0	protein-coding		WP_023275596.1	138	N508_RS06510
NZ_CP097562.1	1381073	1381414		minus	cupin domain-containing protein		0	protein-coding		WP_023275597.1	113	N508_RS06515
NZ_CP097562.1	1382010	1382282		minus	S4 domain-containing protein		0	protein-coding		WP_023275598.1	90	N508_RS06520
NZ_CP097562.1	1382282	1383238		minus	peptidylprolyl isomerase		0	protein-coding		WP_040636534.1	318	N508_RS06525
NZ_CP097562.1	1383147	1384133		minus	peptidylprolyl isomerase		0	protein-coding		WP_023275600.1	328	N508_RS06530
NZ_CP097562.1	1384149	1387466		minus	transcription-repair coupling factor	mfd	0	protein-coding		WP_023275601.1	1105	N508_RS06535
NZ_CP097562.1	1387469	1388029		minus	D-sedoheptulose 7-phosphate isomerase		0	protein-coding		WP_040636780.1	186	N508_RS06540
NZ_CP097562.1	1388430	1388675		minus	zinc ribbon domain-containing protein		0	protein-coding		WP_023275603.1	81	N508_RS06545
NZ_CP097562.1	1388742	1389230		minus	hypothetical protein		0	protein-coding		WP_023275604.1	162	N508_RS06550
NZ_CP097562.1	1389247	1389603		minus	hypothetical protein		0	protein-coding		WP_023275605.1	118	N508_RS06555
NZ_CP097562.1	1389596	1391056		minus	GTPase HflX	hflX	0	protein-coding		WP_023275606.1	486	N508_RS06560
NZ_CP097562.1	1391574	1392509		minus	hypothetical protein		0	protein-coding		WP_023275607.1	311	N508_RS06565
NZ_CP097562.1	1392713	1393114		minus	hypothetical protein		0	protein-coding		WP_251930593.1	133	N508_RS06570
NZ_CP097562.1	1393328	1394008		plus	RluA family pseudouridine synthase		0	protein-coding		WP_023275609.1	226	N508_RS06575
NZ_CP097562.1	1393995	1395053		plus	lipopolysaccharide heptosyltransferase II	waaF	0	protein-coding		WP_023275610.1	352	N508_RS06580
NZ_CP097562.1	1395057	1396034		plus	glycosyltransferase family 9 protein		0	protein-coding		WP_023275611.1	325	N508_RS06585
NZ_CP097562.1	1396038	1396607		plus	hypothetical protein		0	protein-coding		WP_023275612.1	189	N508_RS06590
NZ_CP097562.1	1396934	1398520		minus	lytic transglycosylase domain-containing protein		0	protein-coding		WP_023275613.1	528	N508_RS06595
NZ_CP097562.1	1398536	1400116		minus	hypothetical protein		0	protein-coding		WP_023275614.1	526	N508_RS06600
NZ_CP097562.1	1400055	1400642		minus	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	rsmG	0	protein-coding		WP_023275615.1	195	N508_RS06605
NZ_CP097562.1	1400635	1402500		minus	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	mnmG	0	protein-coding		WP_023275616.1	621	N508_RS06610
NZ_CP097562.1	1403066	1403320		minus	hypothetical protein		0	protein-coding		WP_023275617.1	84	N508_RS06615
NZ_CP097562.1	1403378	1405243		minus	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	mnmG	0	protein-coding		WP_023275618.1	621	N508_RS06620
NZ_CP097562.1	1405737	1406420		plus	methyltransferase domain-containing protein		0	protein-coding		WP_023275619.1	227	N508_RS06625
NZ_CP097562.1	1406555	1407415		plus	EamA family transporter		0	protein-coding		WP_023275620.1	286	N508_RS06630
NZ_CP097562.1	1407419	1408171		minus	hypothetical protein		0	protein-coding		WP_023275621.1	250	N508_RS06635
NZ_CP097562.1	1408177	1409235		minus	DNA cytosine methyltransferase		0	protein-coding		WP_023275622.1	352	N508_RS06640
NZ_CP097562.1	1409284	1410639		minus	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	mnmE	0	protein-coding		WP_023275623.1	451	N508_RS06645
NZ_CP097562.1	1410639	1411490		minus	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	folD	0	protein-coding		WP_023275624.1	283	N508_RS06650
NZ_CP097562.1	1411474	1413945		minus	DNA gyrase subunit A	gyrA	0	protein-coding		WP_023275625.1	823	N508_RS06655
NZ_CP097562.1	1413961	1416327		minus	DNA topoisomerase (ATP-hydrolyzing) subunit B	gyrB	0	protein-coding		WP_023275626.1	788	N508_RS06660
NZ_CP097562.1	1416345	1417355		minus	DNA replication and repair protein RecF	recF	0	protein-coding		WP_023275627.1	336	N508_RS06665
NZ_CP097562.1	1417359	1418471		minus	DNA polymerase III subunit beta	dnaN	0	protein-coding		WP_023275628.1	370	N508_RS06670
NZ_CP097562.1	1418816	1420180		minus	chromosomal replication initiator protein DnaA	dnaA	0	protein-coding		WP_023275629.1	454	N508_RS06675
NZ_CP097562.1	1420201	1421112		minus	hypothetical protein		0	protein-coding		WP_023275630.1	303	N508_RS06680
NZ_CP097562.1	1421105	1422934		minus	hypothetical protein		0	protein-coding		WP_023275631.1	609	N508_RS06685
NZ_CP097562.1	1423090	1423968		minus	phosphoribosylaminoimidazolesuccinocarboxamide synthase		0	protein-coding		WP_023275632.1	292	N508_RS06690
NZ_CP097562.1	1424197	1424646		plus	Lrp/AsnC family transcriptional regulator		0	protein-coding		WP_023275633.1	149	N508_RS06695
NZ_CP097562.1	1424652	1425419		plus	glycosyltransferase family A protein		0	protein-coding		WP_023275634.1	255	N508_RS06700
NZ_CP097562.1	1425718	1426179		plus	hypothetical protein		0	protein-coding		WP_023275635.1	153	N508_RS06705
NZ_CP097562.1	1426189	1426746		plus	hypothetical protein		0	protein-coding		WP_023274985.1	185	N508_RS06710
NZ_CP097562.1	1426677	1427573		plus	IS3 family transposase		0	protein-coding		WP_155944386.1	298	N508_RS06715
NZ_CP097562.1	1427625	1427789		plus	uncharacterized gene		0	pseudogene				N508_RS06720
NZ_CP097562.1	1427785	1428579		plus	uncharacterized gene		0	pseudogene				N508_RS06725
NZ_CP097562.1	1428666	1430756		plus	cytochrome c3 family protein		0	protein-coding		WP_023275637.1	696	N508_RS06730
NZ_CP097562.1	1430852	1431280		plus	copper chaperone PCu(A)C		0	protein-coding		WP_023275638.1	142	N508_RS06735
NZ_CP097562.1	1431277	1431735		plus	hypothetical protein		0	protein-coding		WP_023275639.1	152	N508_RS06740
NZ_CP097562.1	1431751	1432338		plus	SCO family protein		0	protein-coding		WP_023275640.1	195	N508_RS06745
NZ_CP097562.1	1432335	1432895		plus	thioredoxin fold domain-containing protein		0	protein-coding		WP_023275641.1	186	N508_RS06750
NZ_CP097562.1	1432952	1435810		plus	cytochrome c biogenesis protein CcsA	ccsA	0	protein-coding		WP_023275642.1	952	N508_RS06755
NZ_CP097562.1	1436546	1437082		minus	peptide deformylase	def	0	protein-coding		WP_231380092.1	178	N508_RS06760
NZ_CP097562.1	1437079	1437525		minus	DciA family protein		0	protein-coding		WP_023275644.1	148	N508_RS06765
NZ_CP097562.1	1437488	1438525		minus	GTPase ObgE	obgE	0	protein-coding		WP_023275645.1	345	N508_RS06770
NZ_CP097562.1	1438607	1438870		minus	50S ribosomal protein L27	rpmA	0	protein-coding		WP_023275646.1	87	N508_RS06775
NZ_CP097562.1	1438880	1439188		minus	50S ribosomal protein L21	rplU	0	protein-coding		WP_023275647.1	102	N508_RS06780
NZ_CP097562.1	1439257	1440429		minus	hypothetical protein		0	protein-coding		WP_023275648.1	390	N508_RS06785
NZ_CP097562.1	1441044	1443158		minus	STT3 domain-containing protein		0	protein-coding		WP_023275649.1	704	N508_RS06790
NZ_CP097562.1	1443145	1444653		minus	leucyl aminopeptidase		0	protein-coding		WP_023275650.1	502	N508_RS06795
NZ_CP097562.1	1445030	1445818		plus	AAA family ATPase		0	protein-coding		WP_023275651.1	262	N508_RS06800
NZ_CP097562.1	1445815	1446684		plus	ParB/RepB/Spo0J family partition protein		0	protein-coding		WP_023275652.1	289	N508_RS06805
NZ_CP097562.1	1446678	1447064		plus	polymer-forming cytoskeletal protein		0	protein-coding		WP_023275653.1	128	N508_RS06810
NZ_CP097562.1	1447353	1448111		plus	triose-phosphate isomerase	tpiA	0	protein-coding		WP_023275654.1	252	N508_RS06815
NZ_CP097562.1	1448199	1448555		plus	preprotein translocase subunit SecG	secG	0	protein-coding		WP_023275655.1	118	N508_RS06820
NZ_CP097562.1	1448589	1450244		plus	peptide-binding protein		0	protein-coding		WP_023275656.1	551	N508_RS06825
NZ_CP097562.1	1450264	1451181		plus	rhamnan synthesis F family protein		0	protein-coding		WP_023275657.1	305	N508_RS06830
